"Camouflage - Run Shorts",http://champ-sys.com/camouflage-run-shorts.html,camouflage-run-shorts,"","<p><em><b>**Please allow 3-4 weeks for delivery upon the date of purchase**</b></em></p><br><p><b>&#xA0;</b>Classic loose-fitting running short design. Features a privacy liner, key pocket, and drawstring waist.</p><br><ul><br><li>Classic loose-fitting design.</li><br><li>Privacy liner</li><br><li>Drawstring waist</li><br><li>Key pocket</li><br></ul>",$44.00
"Apex - Geo II Tri Top",http://champ-sys.com/apex-geo-ii-tri-top.html,apex-geo-ii-tri-top,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium garment for triathletes who want&#xA0;<strong>more coverage</strong>&#xA0;on their upper body. Cut in a sleeveless design, contoured rear panels with exposed flatlock stitching provide premium fit and comfort, while covered rear pockets allow for easy access to your nutrition.&#xA0;<strong>Great for long distance triathletes</strong><b>. </b>Constructed entirely from our exclusive quick drying, CS Hydrodry fabric for greater fit, comfort, and increased compression.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Contoured back paneling</li><br><li>Flatlock stitching</li><br><li>Concealed mid-length front zipper with protective inner flap</li><br><li>Two covered rear pockets to place your nutritional needs &#x2013; the covers help to reduce drag in the water and keep their contents safely in place</li><br></ul><br><p>&#xA0;</p>",$90.00
"Dazed - Apex Run Singlet",http://champ-sys.com/dazed-apex-run-singlet.html,dazed-apex-run-singlet,"","<p><em><b>**Please allow 3-4 weeks for delivery upon the date of purchase**</b></em></p><br><p>The Champion System Apex Run Top is constructed of our exclusive Champion System CS AirLite fabric with strategically placed mesh side panels for even greater breathability and flatlock seams for increased comfort. This running essential will deliver the performance and comfort you demand. Great for clubs, events, corporate teams, and more.&#xA0;</p><br><ul><br><li>Constructed of CS AirLite fabric</li><br><li>100% permanent UV protection yarn able to reach UPF50+</li><br><li>Great for clubs, events, corporate teams and more</li><br></ul>",$55.00
"Apex - The Eye Jersey",http://champ-sys.com/apex-the-eye-jersey.html,apex-the-eye-jersey,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>Apex Pro</p><br><p>An all-around pro level race jersey that performs in all situations. It&#x2019;s made from a tactical array of high end premium Italian fabrics, each placed for a specific purpose. The front, rear, shoulders, and sleeves are made from our Elite Fabric &#x2013; a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its underarm, collar, and side panels are made from Dimple Lite, a breathable high-tensile lightweight, stretchable fabric.&#xA0; It has a close, body hugging fit to reduce drag.</p><br><p>Other features include three rear storage pockets with slash sides to allow for easy access while being secure. Additionally, there is a zippered water resistant gear pocket with a reflective zipper. Silicone front and rear hems secure the jersey in the correct position while riding.</p><br><p>Apex Aero</p><br><p>Fast, aerodynamic, and lightweight. This jersey was engineered specifically for speed. It has a very close, body hugging, aerodynamic fit, and an array of premium Italian fabrics, each strategically located for a specific purpose. Its front panel is made from our Elite fabric, a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its side panel is made from Tech Mesh, a 4 way stretch open weave fabric.</p><br><p>This jersey has all the additional features of the Apex Pro, plus it adds laser cut sleeves with silicone injected grippers to keep the sleeves in place and further minimize drag.&#xA0;</p><br><p>Apex Summer</p><br><p>Designed specifically for racing in hot and humid conditions, the Apex Summer jersey is built with four premium Italian fabrics, each leveraged for a specific purpose, and allowing you to remain cool and focused in the toughest of climates. The front panel is made from DimpleLite, a breathable high-tensile lightweight fabric with high-stretch that provides a close, tight fit across the body. Its underarms and side panels are made from Agile, a highly breathable 4 way stretch open weave fabric which contours and stretches to accommodate any riding position. The rear panel consists of Air Lite, a lightweight technical fabric with superior, industry leading moisture management properties. Its shoulders and sleeves are made from Elite, a soft, lightweight fabric with a luxurious feel and a perfect Lycra blend for a comfortable, streamlined fit.</p><br><p>This jersey has all the additional features of the Apex Pro.</p>",$168.00
"Bullseye - Run Top",http://champ-sys.com/bullseye-run-top.html,bullseye-run-top,"","<p><em><b>**Please allow 3-4 weeks for delivery upon the date of purchase**</b></em></p><br><p>The Performance Run Top is engineered to keep you dry and comfortable during your run. Made from our exclusive microfiber CS Tech fabric, the Performance Run Top offers the fit and comfort you demand.</p><br><ul><br><li>Made from premium, moisture wicking CS Tech fabric</li><br><li>Permanent UPF50 UV protection</li><br><li>Great for clubs, events, corporate teams, and more</li><br><li>Available in Short and Long Sleeve</li><br></ul>",$50.00
"Camouflage - Race Shorts",http://champ-sys.com/camouflage-race-shorts.html,camouflage-race-shorts,"","<p><em><b>**Please allow 3-4 weeks for delivery upon the date of purchase**</b></em></p><br><p><b>&#xA0;</b>Classic running short design featuring full split sides. Includes a privacy liner, key pocket, and a drawstring waist.</p><br><ul><br><li>Classic design with full split sides</li><br><li>Privacy liner</li><br><li>Drawstring waist</li><br><li>Key pocket</li><br></ul>",$44.00
"Apex - Hazard Bib",http://champ-sys.com/apex-hazard-bib.html,apex-hazard-bib,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>&#xA0;</p><br><p>A close, tight fitting bib short providing the ultimate in racing performance. Made from three premium fabrics. Carbon fabric, provides firm compression and thermoregulation to keep muscles at optimum temperature for performance. It is used on the cuffs and above the rear panel. Countour Lycra is a high compression Lycra fabric optimized for performance and comfort. It&#x2019;s used on the side and rear panels. The bib assembly is made from Agile, which is extremely lightweight and breathable. Silicone injection grippers ensure low irritation cuffs that comfortably stay in place in all conditions.&#xA0;</p>",$188.00
"Apex - Geo II Bib",http://champ-sys.com/apex-geo-ii-bib.html,apex-geo-ii-bib,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>&#xA0;</p><br><p>A close, tight fitting bib short providing the ultimate in racing performance. Made from three premium fabrics. Carbon fabric, provides firm compression and thermoregulation to keep muscles at optimum temperature for performance. It is used on the cuffs and above the rear panel. Countour Lycra is a high compression Lycra fabric optimized for performance and comfort. It&#x2019;s used on the side and rear panels. The bib assembly is made from Agile, which is extremely lightweight and breathable. Silicone injection grippers ensure low irritation cuffs that comfortably stay in place in all conditions.&#xA0;</p>",$188.00
"Apex - Fading Stripe Tri Short",http://champ-sys.com/apex-fading-stripe-tri-short.html,apex-fading-stripe-tri-short,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium triathlon short constructed entirely from our exclusive CS Hydrodry fabric for enhanced fit, comfort, and increased compression. Anatomic panels, constructed with exposed flatlock stitching fit to the contours of your body. Covered sided pockets allow additional storage for your nutrition.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Flatlock stitching</li><br><li>Dual layer rear panel</li><br><li>Upgraded Elite triathlon specific chamois</li><br><li>Low-rise waist cut</li><br><li>Compression leg cuff with CS Contour Lycra and silicon injection grip system</li><br><li>Two covered side pockets</li><br></ul><br><p>&#xA0;</p><br>",$90.00
"Apex - Doodle Tri Short",http://champ-sys.com/apex-doodle-tri-short.html,apex-doodle-tri-short,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium triathlon short constructed entirely from our exclusive CS Hydrodry fabric for enhanced fit, comfort, and increased compression. Anatomic panels, constructed with exposed flatlock stitching fit to the contours of your body. Covered sided pockets allow additional storage for your nutrition.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Flatlock stitching</li><br><li>Dual layer rear panel</li><br><li>Upgraded Elite triathlon specific chamois</li><br><li>Low-rise waist cut</li><br><li>Compression leg cuff with CS Contour Lycra and silicon injection grip system</li><br><li>Two covered side pockets</li><br></ul><br><p>&#xA0;</p><br>",$90.00
"Apex - Passion Jersey",http://champ-sys.com/apex-passion-jersey.html,apex-passion-jersey,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>Apex Pro</p><br><p>An all-around pro level race jersey that performs in all situations. It&#x2019;s made from a tactical array of high end premium Italian fabrics. The front, rear, shoulders, and sleeves are made from our Elite Fabric &#x2013; a soft, lightweight, high compression fabric. Its underarm, collar, and side panels are made from Dimple Lite, a breathable high-tensile lightweight, stretchable fabric. It has a close, body hugging fit to reduce drag.</p><br><p>Other features include three rear storage pockets with slash sides to allow for easy access while being secure. Additionally, there is a reflective zippered water resistant gear pocket. Silicone front and rear hems secure the jersey in the optimal position while riding.</p><br><p>Apex Aero</p><br><p>Fast, aerodynamic, and lightweight. This jersey was engineered specifically for speed. It has a very close, body hugging, aerodynamic fit. Its front panel is made from our Elite fabric. Its side panel is made from Tech Mesh, a 4 way stretch open weave fabric. It&apos;s shoulder, sleeves, and rear panels are made from our Dimple fabric - specifically designed for minimum drag - the same fabric used on Olympic speed suits.</p><br><p>This jersey has all the additional features of the Apex Pro, plus it adds laser cut sleeves with silicone injected grippers to keep the sleeves in place and further minimize drag.&#xA0;</p><br><p>Apex Summer</p><br><p>Designed specifically for racing in hot and humid conditions, the Apex Summer jersey is built with four premium Italian fabrics, allowing you to remain cool and focused in the toughest of climates. The front panel is made from DimpleLite, a breathable high-tensile lightweight fabric with high-stretch that provides a close, tight fit across the body. Its underarms and side panels are made from Agile, a highly breathable 4 way stretch open weave fabric which contours and stretches to accommodate any riding position. The rear panel consists of Air Lite, a lightweight technical fabric with superior, industry leading moisture management properties. Its shoulders and sleeves are made from Elite, a soft, lightweight fabric with a luxurious feel and a perfect Lycra blend for a comfortable, streamlined fit.</p><br><p>This jersey has all the additional features of the Apex Pro.</p>",$168.00
"Apex - Dazed Tri Top",http://champ-sys.com/apex-dazed-tri-top.html,apex-dazed-tri-top,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium garment for triathletes who want&#xA0;<strong>more coverage</strong>&#xA0;on their upper body. Cut in a sleeveless design, contoured rear panels with exposed flatlock stitching provide premium fit and comfort, while covered rear pockets allow for easy access to your nutrition.&#xA0;<strong>Great for long distance triathletes</strong><b>. </b>Constructed entirely from our exclusive quick drying, CS Hydrodry fabric for greater fit, comfort, and increased compression.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Contoured back paneling</li><br><li>Flatlock stitching</li><br><li>Concealed mid-length front zipper with protective inner flap</li><br><li>Two covered rear pockets to place your nutritional needs &#x2013; the covers help to reduce drag in the water and keep their contents safely in place</li><br></ul><br><p>&#xA0;</p>",$90.00
"Apex - Geo Tri Short",http://champ-sys.com/apex-geo-tri-short.html,apex-geo-tri-short,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium triathlon short constructed entirely from our exclusive CS Hydrodry fabric for enhanced fit, comfort, and increased compression. Anatomic panels, constructed with exposed flatlock stitching fit to the contours of your body. Covered sided pockets allow additional storage for your nutrition.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Flatlock stitching</li><br><li>Dual layer rear panel</li><br><li>Upgraded Elite triathlon specific chamois</li><br><li>Low-rise waist cut</li><br><li>Compression leg cuff with CS Contour Lycra and silicon injection grip system</li><br><li>Two covered side pockets</li><br></ul><br><p>&#xA0;</p><br>",$90.00
"Apex - Geo Jersey",http://champ-sys.com/apex-geo-jersey.html,apex-geo-jersey,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>Apex Pro</p><br><p>An all-around pro level race jersey that performs in all situations. It&#x2019;s made from a tactical array of high end premium Italian fabrics, each placed for a specific purpose. The front, rear, shoulders, and sleeves are made from our Elite Fabric &#x2013; a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its underarm, collar, and side panels are made from Dimple Lite, a breathable high-tensile lightweight, stretchable fabric.&#xA0; It has a close, body hugging fit to reduce drag.</p><br><p>Other features include three rear storage pockets with slash sides to allow for easy access while being secure. Additionally, there is a zippered water resistant gear pocket with a reflective zipper. Silicone front and rear hems secure the jersey in the correct position while riding.</p><br><p>Apex Aero</p><br><p>Fast, aerodynamic, and lightweight. This jersey was engineered specifically for speed. It has a very close, body hugging, aerodynamic fit, and an array of premium Italian fabrics, each strategically located for a specific purpose. Its front panel is made from our Elite fabric, a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its side panel is made from Tech Mesh, a 4 way stretch open weave fabric.</p><br><p>This jersey has all the additional features of the Apex Pro, plus it adds laser cut sleeves with silicone injected grippers to keep the sleeves in place and further minimize drag.&#xA0;</p><br><p>Apex Summer</p><br><p>Designed specifically for racing in hot and humid conditions, the Apex Summer jersey is built with four premium Italian fabrics, each leveraged for a specific purpose, and allowing you to remain cool and focused in the toughest of climates. The front panel is made from DimpleLite, a breathable high-tensile lightweight fabric with high-stretch that provides a close, tight fit across the body. Its underarms and side panels are made from Agile, a highly breathable 4 way stretch open weave fabric which contours and stretches to accommodate any riding position. The rear panel consists of Air Lite, a lightweight technical fabric with superior, industry leading moisture management properties. Its shoulders and sleeves are made from Elite, a soft, lightweight fabric with a luxurious feel and a perfect Lycra blend for a comfortable, streamlined fit.</p><br><p>This jersey has all the additional features of the Apex Pro.</p>",$168.00
"Apex - Hazard Jersey",http://champ-sys.com/apex-hazard-jersey.html,apex-hazard-jersey,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>Apex Pro</p><br><p>An all-around pro level race jersey that performs in all situations. It&#x2019;s made from a tactical array of high end premium Italian fabrics, each placed for a specific purpose. The front, rear, shoulders, and sleeves are made from our Elite Fabric &#x2013; a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its underarm, collar, and side panels are made from Dimple Lite, a breathable high-tensile lightweight, stretchable fabric.&#xA0; It has a close, body hugging fit to reduce drag.</p><br><p>Other features include three rear storage pockets with slash sides to allow for easy access while being secure. Additionally, there is a zippered water resistant gear pocket with a reflective zipper. Silicone front and rear hems secure the jersey in the correct position while riding.</p><br><p>Apex Aero</p><br><p>Fast, aerodynamic, and lightweight. This jersey was engineered specifically for speed. It has a very close, body hugging, aerodynamic fit, and an array of premium Italian fabrics, each strategically located for a specific purpose. Its front panel is made from our Elite fabric, a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its side panel is made from Tech Mesh, a 4 way stretch open weave fabric.</p><br><p>This jersey has all the additional features of the Apex Pro, plus it adds laser cut sleeves with silicone injected grippers to keep the sleeves in place and further minimize drag.&#xA0;</p><br><p>Apex Summer</p><br><p>Designed specifically for racing in hot and humid conditions, the Apex Summer jersey is built with four premium Italian fabrics, each leveraged for a specific purpose, and allowing you to remain cool and focused in the toughest of climates. The front panel is made from DimpleLite, a breathable high-tensile lightweight fabric with high-stretch that provides a close, tight fit across the body. Its underarms and side panels are made from Agile, a highly breathable 4 way stretch open weave fabric which contours and stretches to accommodate any riding position. The rear panel consists of Air Lite, a lightweight technical fabric with superior, industry leading moisture management properties. Its shoulders and sleeves are made from Elite, a soft, lightweight fabric with a luxurious feel and a perfect Lycra blend for a comfortable, streamlined fit.</p><br><p>This jersey has all the additional features of the Apex Pro.</p>",$168.00
"Classic Stripes - Race Shorts",http://champ-sys.com/classic-stripes-race-shorts.html,classic-stripes-race-shorts,"","<p><em><b>**Please allow 3-4 weeks for delivery upon the date of purchase**</b></em></p><br><p><b>&#xA0;</b>Classic running short design featuring full split sides. Includes a privacy liner, key pocket, and a drawstring waist.</p><br><ul><br><li>Classic design with full split sides</li><br><li>Privacy liner</li><br><li>Drawstring waist</li><br><li>Key pocket</li><br></ul>",$44.00
"Bullseye - Race Shorts",http://champ-sys.com/bullseye-race-shorts.html,bullseye-race-shorts,"","<p><em><b>**Please allow 3-4 weeks for delivery upon the date of purchase**</b></em></p><br><p><b>&#xA0;</b>Classic running short design featuring full split sides. Includes a privacy liner, key pocket, and a drawstring waist.</p><br><ul><br><li>Classic design with full split sides</li><br><li>Privacy liner</li><br><li>Drawstring waist</li><br><li>Key pocket</li><br></ul>",$44.00
"Apex - Geo II Jersey",http://champ-sys.com/apex-geo-ii-jersey.html,apex-geo-ii-jersey,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>Apex Pro</p><br><p>An all-around pro level race jersey that performs in all situations. It&#x2019;s made from a tactical array of high end premium Italian fabrics, each placed for a specific purpose. The front, rear, shoulders, and sleeves are made from our Elite Fabric &#x2013; a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its underarm, collar, and side panels are made from Dimple Lite, a breathable high-tensile lightweight, stretchable fabric.&#xA0; It has a close, body hugging fit to reduce drag.</p><br><p>Other features include three rear storage pockets with slash sides to allow for easy access while being secure. Additionally, there is a zippered water resistant gear pocket with a reflective zipper. Silicone front and rear hems secure the jersey in the correct position while riding.</p><br><p>Apex Aero</p><br><p>Fast, aerodynamic, and lightweight. This jersey was engineered specifically for speed. It has a very close, body hugging, aerodynamic fit, and an array of premium Italian fabrics, each strategically located for a specific purpose. Its front panel is made from our Elite fabric, a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its side panel is made from Tech Mesh, a 4 way stretch open weave fabric.</p><br><p>This jersey has all the additional features of the Apex Pro, plus it adds laser cut sleeves with silicone injected grippers to keep the sleeves in place and further minimize drag.&#xA0;</p><br><p>Apex Summer</p><br><p>Designed specifically for racing in hot and humid conditions, the Apex Summer jersey is built with four premium Italian fabrics, each leveraged for a specific purpose, and allowing you to remain cool and focused in the toughest of climates. The front panel is made from DimpleLite, a breathable high-tensile lightweight fabric with high-stretch that provides a close, tight fit across the body. Its underarms and side panels are made from Agile, a highly breathable 4 way stretch open weave fabric which contours and stretches to accommodate any riding position. The rear panel consists of Air Lite, a lightweight technical fabric with superior, industry leading moisture management properties. Its shoulders and sleeves are made from Elite, a soft, lightweight fabric with a luxurious feel and a perfect Lycra blend for a comfortable, streamlined fit.</p><br><p>This jersey has all the additional features of the Apex Pro.</p>",$168.00
"Apex - Doodle Tri Top",http://champ-sys.com/apex-doodle-tri-top.html,apex-doodle-tri-top,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium garment for triathletes who want&#xA0;<strong>more coverage</strong>&#xA0;on their upper body. Cut in a sleeveless design, contoured rear panels with exposed flatlock stitching provide premium fit and comfort, while covered rear pockets allow for easy access to your nutrition.&#xA0;<strong>Great for long distance triathletes</strong><b>. </b>Constructed entirely from our exclusive quick drying, CS Hydrodry fabric for greater fit, comfort, and increased compression.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Contoured back paneling</li><br><li>Flatlock stitching</li><br><li>Concealed mid-length front zipper with protective inner flap</li><br><li>Two covered rear pockets to place your nutritional needs &#x2013; the covers help to reduce drag in the water and keep their contents safely in place</li><br></ul><br><p>&#xA0;</p>",$90.00
"Apex - Racer Jersey",http://champ-sys.com/apex-racer-jersey.html,apex-racer-jersey,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>Apex Pro</p><br><p>An all-around pro level race jersey that performs in all situations. It&#x2019;s made from a tactical array of high end premium Italian fabrics, each placed for a specific purpose. The front, rear, shoulders, and sleeves are made from our Elite Fabric &#x2013; a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its underarm, collar, and side panels are made from Dimple Lite, a breathable high-tensile lightweight, stretchable fabric.&#xA0; It has a close, body hugging fit to reduce drag.</p><br><p>Other features include three rear storage pockets with slash sides to allow for easy access while being secure. Additionally, there is a zippered water resistant gear pocket with a reflective zipper. Silicone front and rear hems secure the jersey in the correct position while riding.</p><br><p>Apex Aero</p><br><p>Fast, aerodynamic, and lightweight. This jersey was engineered specifically for speed. It has a very close, body hugging, aerodynamic fit, and an array of premium Italian fabrics, each strategically located for a specific purpose. Its front panel is made from our Elite fabric, a soft, lightweight fabric with a luxurious feel, and a perfect Lycra blend for a streamlined fit. Its side panel is made from Tech Mesh, a 4 way stretch open weave fabric.</p><br><p>This jersey has all the additional features of the Apex Pro, plus it adds laser cut sleeves with silicone injected grippers to keep the sleeves in place and further minimize drag.&#xA0;</p><br><p>Apex Summer</p><br><p>Designed specifically for racing in hot and humid conditions, the Apex Summer jersey is built with four premium Italian fabrics, each leveraged for a specific purpose, and allowing you to remain cool and focused in the toughest of climates. The front panel is made from DimpleLite, a breathable high-tensile lightweight fabric with high-stretch that provides a close, tight fit across the body. Its underarms and side panels are made from Agile, a highly breathable 4 way stretch open weave fabric which contours and stretches to accommodate any riding position. The rear panel consists of Air Lite, a lightweight technical fabric with superior, industry leading moisture management properties. Its shoulders and sleeves are made from Elite, a soft, lightweight fabric with a luxurious feel and a perfect Lycra blend for a comfortable, streamlined fit.</p><br><p>This jersey has all the additional features of the Apex Pro.</p>",$168.00
"Camouflage - Apex Run Top",http://champ-sys.com/camouflage-apex-run-top.html,camouflage-apex-run-top,"","<p><em><b>**Please allow 3-4 weeks for delivery upon the date of purchase**</b></em></p><br><p>The Apex Run Top is constructed of our premium&#xA0;CS AirLite&#xA0;fabric and strategically placed mesh side panels for increased breathability and comfort. Flatlock seams further enhance comfort. Ideal for training and competition.</p><br><ul><br><li>Lightweight and breathable</li><br><li>Permanent UPF50 UV protection</li><br><li>V-neck design</li><br></ul>",$55.00
"Apex - Geo II Tri Short",http://champ-sys.com/apex-geo-ii-tri-short.html,apex-geo-ii-tri-short,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium triathlon short constructed entirely from our exclusive CS Hydrodry fabric for enhanced fit, comfort, and increased compression. Anatomic panels, constructed with exposed flatlock stitching fit to the contours of your body. Covered sided pockets allow additional storage for your nutrition.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Flatlock stitching</li><br><li>Dual layer rear panel</li><br><li>Upgraded Elite triathlon specific chamois</li><br><li>Low-rise waist cut</li><br><li>Compression leg cuff with CS Contour Lycra and silicon injection grip system</li><br><li>Two covered side pockets</li><br></ul><br><p>&#xA0;</p><br>",$90.00
"Apex - Fading Stripe Bib",http://champ-sys.com/apex-fading-stripe-bib.html,apex-fading-stripe-bib,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>&#xA0;</p><br><p>A close, tight fitting bib short providing the ultimate in racing performance. Made from three premium fabrics. Carbon fabric, provides firm compression and thermoregulation to keep muscles at optimum temperature for performance. It is used on the cuffs and above the rear panel. Countour Lycra is a high compression Lycra fabric optimized for performance and comfort. It&#x2019;s used on the side and rear panels. The bib assembly is made from Agile, which is extremely lightweight and breathable. Silicone injection grippers ensure low irritation cuffs that comfortably stay in place in all conditions.&#xA0;</p>",$188.00
"Apex - Fading Stripe Tri Top",http://champ-sys.com/apex-fading-stripe-tri-top.html,apex-fading-stripe-tri-top,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium garment for triathletes who want&#xA0;<strong>more coverage</strong>&#xA0;on their upper body. Cut in a sleeveless design, contoured rear panels with exposed flatlock stitching provide premium fit and comfort, while covered rear pockets allow for easy access to your nutrition.&#xA0;<strong>Great for long distance triathletes</strong><b>. </b>Constructed entirely from our exclusive quick drying, CS Hydrodry fabric for greater fit, comfort, and increased compression.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Contoured back paneling</li><br><li>Flatlock stitching</li><br><li>Concealed mid-length front zipper with protective inner flap</li><br><li>Two covered rear pockets to place your nutritional needs &#x2013; the covers help to reduce drag in the water and keep their contents safely in place</li><br></ul><br><p>&#xA0;</p>",$90.00
"Apex - Geo Bib",http://champ-sys.com/apex-geo-bib.html,apex-geo-bib,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>&#xA0;</p><br><p>A close, tight fitting bib short providing the ultimate in racing performance. Made from three premium fabrics. Carbon fabric, provides firm compression and thermoregulation to keep muscles at optimum temperature for performance. It is used on the cuffs and above the rear panel. Countour Lycra is a high compression Lycra fabric optimized for performance and comfort. It&#x2019;s used on the side and rear panels. The bib assembly is made from Agile, which is extremely lightweight and breathable. Silicone injection grippers ensure low irritation cuffs that comfortably stay in place in all conditions.&#xA0;</p>",$188.00
"Classic Stripes - Apex Run Singlet",http://champ-sys.com/classic-stripes-apex-run-singlet.html,classic-stripes-apex-run-singlet,"","<p><em><b>**Please allow 3-4 weeks for delivery upon the date of purchase**</b></em></p><br><p>The Champion System Apex Run Top is constructed of our exclusive Champion System CS AirLite fabric with strategically placed mesh side panels for even greater breathability and flatlock seams for increased comfort. This running essential will deliver the performance and comfort you demand. Great for clubs, events, corporate teams, and more.&#xA0;</p><br><ul><br><li>Constructed of CS AirLite fabric</li><br><li>100% permanent UV protection yarn able to reach UPF50+</li><br><li>Great for clubs, events, corporate teams and more</li><br></ul>",$55.00
"Apex - Frame Tri Top",http://champ-sys.com/apex-frame-tri-top.html,apex-frame-tri-top,"","<p><span style='font-size: medium;'><strong>Available for Men and Women</strong></span></p><br><p><b><em>**Please allow 3-4 weeks for delivery upon the date of purchase**</em></b></p><br><p>A premium garment for triathletes who want&#xA0;<strong>more coverage</strong>&#xA0;on their upper body. Cut in a sleeveless design, contoured rear panels with exposed flatlock stitching provide premium fit and comfort, while covered rear pockets allow for easy access to your nutrition.&#xA0;<strong>Great for long distance triathletes</strong><b>. </b>Constructed entirely from our exclusive quick drying, CS Hydrodry fabric for greater fit, comfort, and increased compression.</p><br><ul><br><li>Made entirely from CS Hydrodry &#x2013; a dry feel, water repellent, quick drying stretch fabric engineered specifically for Champion System</li><br><li>Contoured back paneling</li><br><li>Flatlock stitching</li><br><li>Concealed mid-length front zipper with protective inner flap</li><br><li>Two covered rear pockets to place your nutritional needs &#x2013; the covers help to reduce drag in the water and keep their contents safely in place</li><br></ul><br><p>&#xA0;</p>",$90.00
